GameID,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,LeagueIndex
4597,35,12,700,62.9658,0.000625594,0.000134622,7,0.002439024,39.8306,91.1688,4.7045,24,0.00049889,6,4
4598,24,20,1000,165.198,0.004167428,0.000216935,2,0.002934326,23.1719,56.6693,9.4514,22,0.0011874,6,5
4599,20,28,500,116.5722,0.003454711,0.000441295,2,0.002925156,34.2338,75.0517,6.5129,25,0.0013239,6,3
4600,24,6,150,99.8502,0.002779962,0.000421206,6,0.004221424,35.5822,56.3016,3.9313,32,0.00079561,10,5
4603,27,8,650,32.4942,0.000662565,0.000118315,3,0.001443445,122.8,150.2951,3.8033,12,0.00054425,3,3
4606,19,20,1000,172.3968,0.010275416,0.000421556,5,0.004180426,42.9873,56.4202,5.1681,28,0.0024942,5,5
4607,18,42,2000,210.2112,0.008201312,0.001220195,6,0.005580893,18.3597,34.0358,5.4122,24,0.0028205,6,7
4609,20,36,1800,198.0822,0.014125323,0.00079486,8,0.004885077,18.5714,43.6068,4.7458,27,0.00099357,7,6
4610,17,28,700,116.5002,0.002055978,0.000285073,2,0.003472702,38.1347,54.2388,6.0697,29,0.00097616,10,3
4615,19,28,700,137.1354,0.002538995,0.00103476,10,0.004340245,31.2566,46.1457,5.3863,26,0.00095811,6,6
4616,24,24,750,154.6464,0.004512386,0.000468122,6,0.005348866,28.7874,42.8694,4.6786,27,0.0012893,9,6
4617,17,2,200,204.876,0.014143953,0.000499388,7,0.004115922,44.1882,46.6145,6.0215,45,0.00086185,7,5
4619,21,16,1200,132.243,0.003749881,0.00057323,2,0.003988727,35.8919,51.988,5.7036,29,0.0017555,6,6
4621,21,12,800,72.144,0.001557292,0.000378801,5,0.003005152,69.9775,81.6583,4.0112,28,0.0011953,6,3
4626,21,42,2000,89.2776,0.00306616,0.000464243,5,0.003605977,43.6517,65.2455,3.9401,24,0.0008745,7,6
4629,21,28,731,237.219,0.021560237,0.00082291,6,0.00422427,28.9673,50.7532,5.2922,14,0.00076805,5,6
4634,29,12,1000,80.8512,0.001026119,0.000326493,7,0.00339319,31.8759,65.5258,4.1443,23,0.0010728,6,6
4636,32,12,750,107.0676,0.000811256,0.000363249,1,0.00376568,30.8,50.7524,5.1383,25,0.00055698,6,4
4638,21,24,1200,208.9446,0.017720652,0.000288434,6,0.004614941,37.1922,47.1406,4.5859,20,0.0012619,6,6
4641,19,12,1080,80.1648,0.000673667,8.13E-05,4,0.002508827,48.2419,77.6296,5.7083,11,0.0010337,5,4
4646,33,28,1000,56.41026,7.92E-05,4.75E-05,1,0.002343404,68.6531,75.3784,4.5338,19,0.00041168,4,5
4648,21,8,600,99.0798,0.001323807,0.000145075,5,0.004633324,43.0824,51.8904,3.7965,27,0.0006891,8,5
4652,25,4,300,68.5464,0.001163719,0.000390677,5,0.00350778,47.3349,67.4787,3.3602,36,0.00062342,9,4
4662,23,10,700,147.2856,0.004991874,0.000529661,9,0.004077664,23.9216,45.9715,5.7776,45,0.00056594,6,4
4665,21,12,350,75.8286,0.002453721,0.000295068,1,0.0025469,40.589,77.3659,4.6768,17,0.00085414,4,3
4667,18,20,150,97.8126,0.000568284,0.000149548,5,0.0032452,34.1667,69.659,5.4885,18,0.00071783,5,2
4668,16,28,1000,214.6182,0.01814484,0.000701866,9,0.004562131,35.5727,39.6713,4.9808,25,0.00070187,8,6
4670,20,10,1000,141.7512,0.008679251,0.000285551,6,0.004215636,40.7214,54.7094,4.2799,34,0.00072891,6,4
4678,20,18,350,85.7778,0.001893545,0.000364811,0,0.002831631,47.9753,72.9325,5.0307,13,0.00078174,7,4
4679,22,6,400,75.3714,0.000421159,7.22E-05,2,0.003345206,37.704,61.223,4.1691,14,0.00063776,6,4
4682,22,24,1000,89.0364,0.001910628,0.000359648,4,0.002315231,56.4314,70.0971,6.7184,13,0.002068,5,5
4684,16,16,140,85.08,0.000675322,0.000152492,0,0.001829906,28.8675,79.8571,8.0833,13,0.00037034,4,1
4686,20,18,600,93.306,0.002036162,0.000513113,2,0.00313569,32.7292,59.4597,5.1273,28,0.00061085,6,4
4687,25,10,180,88.8012,0.003282579,0.000246579,5,0.003452102,72.1973,60.5,3.7232,14,0.0011558,8,3
4694,21,24,600,103.5588,0.000215548,0.000197586,4,0.003323035,29.6739,50.9622,5.8324,14,0.00080831,5,4
4698,27,6,300,127.2174,0.002331791,0.000480598,6,0.005820577,16.9571,37.9083,3.737,16,0.0007654,8,6
4699,23,14,750,166.5456,0.006803521,0.000361175,6,0.004065314,18.4845,49.2562,6.1219,26,0.00066355,7,7
4700,21,28,550,152.8224,0.004376475,0.000442565,5,0.004015867,48.0736,46.7673,6.0347,29,0.002303,8,4
4701,23,8,500,62.988,0.001341331,0.000226067,5,0.003044369,68.4577,79.8218,3.1931,20,0.00085905,6,2
4704,25,4,100,94.1214,0.00140665,0.000429302,8,0.003562295,33.2853,57.1179,4.4744,21,0.00055718,5,4
4706,30,10,600,151.698,0.002555897,0.000509102,4,0.00475854,35.3348,44.7686,4.9105,30,0.001226,8,5
4713,21,16,1000,91.8636,0.001589147,0.000581395,10,0.003517442,50.9392,69.0358,4.5455,33,0.00045543,6,4
4715,18,12,750,120.072,0.007979154,0.000445537,5,0.002889237,43.6056,71.2523,5.3178,20,0.00086407,7,4
4716,22,16,250,106.1196,0.001762483,0.000223962,4,0.003369167,36.6377,62.763,5.5809,21,0.0012756,8,5
4718,21,14,1000,157.6254,0.003526276,0.000283046,3,0.004316445,25.2712,40.1202,6.0109,18,0.0011204,5,5
4719,18,12,400,103.3308,0.0023519,0.000256148,7,0.004036264,34.0501,55.2308,4.3077,29,0.00076844,7,5
4721,17,42,500,126.4032,0.003680291,0.000519571,6,0.003449371,20.1849,53.2887,5.9372,16,0.00079379,9,6
4723,22,20,700,144.0126,0.002989359,0.000364044,8,0.005432652,23.7419,42.5052,4.4446,31,0.0015542,9,6
4725,22,14,1260,49.1904,0.001101367,0.000418111,5,0.003049154,51.7047,79.2375,2.786,22,0.00040791,6,2
4727,21,10,600,76.7946,0.001259505,0.00022158,0,0.002122499,73.6575,95.0769,6.6154,20,0.0013178,6,4
4728,17,10,100,63.9612,0.001735808,0.0005131,4,0.00279476,60.3137,74.375,3.8984,21,0.0006441,8,3
4734,23,42,1260,131.0556,0.0083446,0.000338009,6,0.002830826,47.0075,68.8955,5.8955,12,0.00084502,5,5
4735,18,28,700,177.2844,0.004089596,0.000787904,6,0.004174014,18.973,40.3236,7.0225,26,0.00062845,8,6
4737,18,8,100,56.286,0,7.60E-05,3,0.002553657,51.6647,68.0952,4.1607,25,0.00047121,7,4
4739,17,28,727,97.5852,0.000466669,0.000103704,5,0.003681503,38.5876,61.0141,4.8028,19,0.00032148,8,3
4740,20,20,300,135.4632,0.009309513,0.000263832,4,0.003561737,43.5957,51.7672,4.3915,12,0.00065958,3,4
4741,34,10,2400,96.9942,0.004081391,0.000473205,5,0.002883592,25.7938,73.0667,5.0462,17,0.00094641,8,5
4742,21,20,100,94.0512,0.001229057,0.000304806,0,0.003785495,50.6354,61.787,4.5481,31,0.00076693,8,3
4743,28,2,200,115.7082,0.001453544,0.00023907,5,0.002362009,33.1382,90.9798,8.668,28,0.00094672,7,4
4744,27,20,600,129.7074,0.003026387,0.000374048,3,0.003808488,35.2239,55.6667,6.128,27,0.0013375,10,5
4746,17,4,80,86.5278,0.001463201,0.000472372,5,0.002960966,43.1719,85.0739,4.9883,24,0.00072584,4,4
4747,23,4,200,129.639,0.002553563,0.000638391,2,0.003690209,17.7966,49.6709,5.9198,15,0.00057611,6,4
4752,34,14,1000,76.0746,0.002270646,9.16E-05,1,0.002032595,58.6968,97.9459,6.2838,26,0.001529,8,4
4754,18,98,700,236.0316,0.015663584,0.001014942,10,0.006487256,18.7787,29.9871,4.3371,25,0.0015067,8,7
4756,20,6,400,156.7806,0.00301093,0.000525882,6,0.003619303,25.8286,48.114,7.2991,24,0.0019489,6,5
4762,16,14,700,94.4676,0.001606135,6.50E-05,3,0.002924465,47.7197,70.2984,5.3651,17,0.00034351,8,3
4763,16,8,400,74.1366,0.000421992,0.000281328,3,0.00202958,41.04,80,6.7228,14,0.0022506,7,4
4764,18,20,750,118.581,0.002039837,0.000227982,0,0.00399568,30.0843,48.8048,5.03,23,0.0013919,7,6
4766,16,28,1200,155.2206,0.004456706,0.000377287,7,0.004079419,31.3953,46.3815,5.9595,11,0.0016978,6,6
4767,19,6,150,103.5516,0.000346242,0.00013317,4,0.002756619,39.0874,69.372,6.7681,18,0.0010121,5,4
4769,25,20,1500,118.9902,0.003060283,0.000440178,2,0.001404377,32.7879,87.6418,14.3433,11,0.0019284,5,6
4770,20,6,250,95.5632,0.001739698,0.000244645,5,0.003071654,43.0044,59.115,5.2699,25,0.00066598,6,4
4776,21,28,800,138.0186,0.005173946,0.000380904,6,0.002793296,25.3793,53.5909,7.3864,15,0.0021267,4,5
4777,24,6,20,43.1352,0.000242332,6.06E-05,3,0.002925293,79.3709,67.0059,2.716,33,0.0005539,8,1
4778,20,2,600,92.4972,0.001852879,0.000277302,4,0.002747807,30.7465,71.3761,5.9037,27,0.00079409,7,3
4779,26,6,138,100.9926,0.001775241,0.000460248,3,0.003228309,39.551,55.6253,5.4929,25,0.0016174,10,3
4783,20,14,700,157.3128,0.005253809,0.000631313,4,0.004911402,36.6026,40.9499,4.8497,45,0.0023968,9,6
4785,24,2,20,45.4902,0.001940436,0.000572728,5,0.002701224,82.5651,95.2152,2.5222,19,0.0007266,6,2
4787,27,8,45,100.8924,0.000639738,0.000202449,5,0.003919409,36.3478,58.9091,4.6178,25,0.00062354,7,3
4789,18,12,350,54.8214,0.00019396,2.77E-05,2,0.002888612,58.2981,75.6163,3.4221,25,0.00035328,12,2
4791,20,6,500,149.6046,0.003661362,0.000232535,5,0.005623108,34.8292,41.5158,4.3955,35,0.001632,10,6
4794,19,28,650,124.3494,0.002371998,4.27E-05,2,0.003953329,22.2391,41.6865,5.1838,18,0.00070519,4,5
4801,24,12,400,100.0614,0.003256407,0.000530936,6,0.004088206,46.3652,55.4632,3.8182,16,0.0008672,6,5
4805,24,8,225,61.974,6.42E-05,0.000240771,10,0.003113965,48.7668,69.0309,3.7113,18,0.00049759,5,3
4808,21,12,400,130.2246,0.004955779,0.000787842,7,0.002871811,28.6071,52.885,7.0177,14,0.0015503,5,6
4809,29,8,1000,188.1348,0.009725,0.000675,5,0.0027,31.2897,66.6667,9.6944,13,0.000875,5,3
4817,21,140,1800,197.7774,0.006000932,0.000382861,4,0.004444518,29.9962,42.8764,7.0019,32,0.001365,11,6
4818,18,36,500,154.8198,0.002974271,0.000338535,9,0.004360653,38.4519,49.915,6.1183,34,0.000935,10,5
4819,26,30,150,134.1606,0.013990836,0.000444154,1,0.003237646,70.971,72.0722,3.5632,27,0.00085324,6,2
4820,27,30,125,75.5628,0.001559652,0.000306673,4,0.0026812,41.6656,84.9542,5.219,22,0.0014808,5,4
4827,18,10,600,158.205,0.0064372,0.00051215,0,0.003885278,43.0524,54.9909,5.8682,28,0.0031171,7,5
4828,18,6,300,184.11,0.007162184,0.000649902,5,0.005570587,23.3031,43.8857,4.7024,25,0.002268,7,5
4834,22,20,500,60.1158,0.000494709,0.0002366,4,0.002064871,52.5895,88.7083,5.4375,11,0.0004732,4,5
4836,21,10,1000,142.1496,0.003684879,0.000540025,7,0.004780813,31.8469,47.8073,4.8505,51,0.0011436,9,5
4839,24,36,1000,283.2756,0.018456762,0.001020584,8,0.006511615,21.2301,31.7439,5.2759,20,0.0027886,6,6
4840,25,8,900,135.39,0.00379806,0.000292159,4,0.004567411,25.1624,48.5288,4.742,39,0.00083752,9,5
4841,19,20,500,110.001,0.002020722,0.000477625,5,0.003471967,48.1064,67.4497,5.5979,22,0.0010838,5,3
4842,26,2,50,99.8118,0.000621405,0.000248562,1,0.002308075,31.4419,67.1385,7.9231,17,0.0012073,6,4
4846,23,20,450,95.4078,0.002180463,0.000277514,0,0.001982239,84.7347,80.4,8.12,10,0.0022201,5,4
4855,31,8,400,85.959,0.001196409,0.000389364,1,0.002414057,52.5412,90.5689,6.5249,20,0.0010619,8,3
4858,25,10,600,147.3372,0.004985112,0.000699269,4,0.005503925,40.2963,38.6885,3.8566,15,0.00065416,5,6
4860,20,2,200,114.318,0.00280259,0.000929201,4,0.003956597,40.1673,42.7727,4.6667,26,0.00044961,5,6
4862,22,4,100,88.701,0.001934959,0.000487805,3,0.003284553,30.1294,60.4158,4.6436,20,0.00091057,6,4
4864,25,10,120,47.9364,0.000335836,9.88E-05,3,0.001817464,50.5055,75.8261,4.9674,14,0.00082971,5,2
4867,21,6,300,122.2782,0.005250572,0.000790185,5,0.003982117,48.0419,50.8721,4.4595,21,0.0007486,6,4
4868,44,6,500,89.5266,0.004458312,9.73E-05,8,0.002341678,20.3125,74.2026,5.4468,25,0.00049266,7,4
4874,24,12,500,91.8138,0.001898267,0.000500932,5,0.003849264,31.2403,55.1872,4.0708,17,0.00047457,9,4
4884,18,12,240,74.9742,0.000596751,0.00025025,2,0.002444752,38.0317,109.1024,5.622,18,0.0007315,4,3
4889,30,2,60,100.0932,0.002155813,0.000191156,6,0.00324965,53.377,66.7582,5.2092,31,0.00074338,7,1
4895,23,28,1000,91.0542,0.003161295,0.000755962,4,0.003212838,37.2688,67.4652,4.4973,18,0.00048107,6,3
4898,27,4,400,73.2168,0.001578561,0.000881057,2,0.002520803,34.7902,69.2621,4.8058,17,0.0005629,3,3
4900,19,28,100,127.0134,0.003092858,0.000440552,8,0.004135798,43.7908,54.713,4.9283,35,0.0021308,7,3
4901,19,24,500,83.487,0.000197006,3.28E-05,0,0.00154321,53.1304,61.7872,9.5957,14,0.00078802,4,2
4906,23,2,500,102.2502,0.004337554,0.000507586,2,0.004955886,36.209,48.7821,3.1099,23,0.00088597,7,5
4910,16,10,200,76.125,0.002328848,0.00069311,6,0.003114372,34.1667,75.6439,3.9377,26,0.00073932,8,3
4911,27,8,95,90.5532,0.001695917,0.000328242,2,0.002538404,39.4805,73.569,6.3534,23,0.0011707,6,2
4914,20,20,500,75.207,0.0006661,0.00024093,6,0.003160431,49.7117,66.278,4.3094,22,0.000822,7,4
4920,21,8,250,149.5446,0.007051885,0.00034191,5,0.002329259,30.7778,47.6697,9.1376,16,0.00064108,5,6
4923,19,6,630,109.8264,0.001457785,0.000506175,4,0.003037052,26.2074,64.32,6.5267,22,0.00078963,10,5
4924,18,10,500,78.0618,0.000127696,5.68E-05,4,0.003632236,34.6353,66.0625,3.875,18,0.00078036,6,4
4929,21,10,1000,71.1462,0.000770792,0.000165867,2,0.00335636,51.5569,64.2093,3.8983,24,0.00081958,8,5
4931,24,24,1274,66.5388,0.002394353,0.000510644,6,0.002712088,47.1261,78.6109,3.8577,18,0.0011802,6,6
4934,19,24,700,137.6646,0.003261196,0.000812175,10,0.004048381,33.1517,55.321,5.6543,29,0.001162,5,6
4936,19,28,1782,128.3844,0.004520554,0.000634659,4,0.004398076,38.0609,55.8785,4.7139,22,0.0011691,8,4
4943,21,8,200,69.7926,0.001471274,0.000480713,6,0.002811444,43.2292,63.5855,4.342,19,0.0010634,6,1
4945,24,12,730,125.5896,0.002374434,0.000195542,0,0.002919158,22.9423,67.3876,7.2344,18,0.0015783,6,4
4947,29,20,800,61.0368,0.00040895,0.000117833,4,0.002509149,62.3158,83.0497,4.5939,26,0.00049213,7,2
4948,21,24,600,144.072,0.002177821,0.000458034,5,0.004407495,35.9214,44.1647,5.6059,36,0.0016161,8,5
4950,19,16,416,113.8716,0.001686545,0.000175401,4,0.003696908,34.3297,55.635,5.3686,23,0.00072859,7,4
4951,24,10,400,43.9338,0.001013779,8.72E-05,5,0.002823319,68.6357,93.3127,2.7375,16,0.00042513,7,3
4953,19,30,1200,155.9346,0.003119466,0.00018113,2,0.005977298,24.9713,38.8889,4.3603,26,0.00028176,8,6
4954,24,16,730,60.279,0.000271501,3.13E-05,2,0.002297314,64.7306,89.0364,4.9591,15,0.00046991,6,2
4960,22,10,600,61.92,0.000111166,0.000117706,5,0.00219717,43.403,97.1905,5.881,32,0.00083048,9,1
4961,27,4,500,106.5534,0.00369252,0.000754875,7,0.003583382,31.3791,58.7005,4.8249,29,0.00069121,9,5
4964,27,14,850,145.1778,0.000253779,0.000225581,5,0.002650575,15.1828,47.1489,10.3936,10,0.0014381,4,6
4967,23,12,1200,85.4886,0.000934202,0.000113619,4,0.00272686,32.0186,79.3519,5.6019,27,0.0016917,11,3
4971,25,16,40,47.358,0.002005835,0.000364697,4,0.002334063,64.9134,90.25,3.1016,23,0.00060175,5,3
4976,23,4,500,57.5244,0.000184966,5.55E-05,3,0.003033442,63.3129,74.9268,3.5122,15,0.00040693,4,4
4978,39,8,500,86.7246,0.002269893,0.000498878,5,0.003984784,48.5705,60.6448,3.6416,35,0.00094163,9,4
4982,29,10,500,106.0896,0.001695662,0.000459841,10,0.003238044,43.8694,59.9527,5.6982,35,0.00061312,9,5
4983,29,28,800,115.4484,0.002715688,0.000470023,5,0.003198768,20.0656,56.2449,5.9306,18,0.00078337,5,4
4984,27,8,610,76.8552,0.001819355,0.000270968,7,0.003019355,59.073,81.6239,4.1923,27,0.00095484,7,2
4985,20,30,450,132.7158,0.005698337,8.72E-05,2,0.002703803,35.913,71.5699,7.129,12,0.00069776,4,2
4987,26,6,525,130.7844,0.003425503,0.000478336,6,0.002978027,27.8333,46.0104,7.1503,15,0.00078694,5,6
4994,22,16,800,88.3806,0.001608263,0.000274779,7,0.002642723,54.4172,75.1804,5.5933,22,0.0005738,6,4
4995,20,10,2000,145.1844,0.004535516,0.000531852,5,0.005554899,40.256,43.1383,3.7979,29,0.0026888,6,6
4998,22,2,300,66.0912,0.00141346,0.000284972,3,0.002553347,42.3318,86.9107,4.3884,24,0.00063834,6,2
5000,28,30,1250,99.8388,0.00107166,0.00035385,8,0.003174539,36.23,66.6624,5.9076,27,0.00079869,7,3
5004,24,6,150,35.04,0.000661065,0.000352568,2,0.001850981,82.112,111.0794,3.3095,15,0.00027912,5,1
5009,31,28,800,133.962,0.005646594,0.000493583,7,0.003020731,31.3443,64.2614,7.0621,28,0.0011747,9,4
5013,25,24,800,140.673,0.002303419,0.000372612,4,0.003974527,28.1422,53.1875,6.0724,43,0.00067183,11,4
5016,25,20,1000,104.4366,0.000812191,9.67E-05,4,0.002871674,76.4459,66.2626,5.5758,28,0.001373,9,4
5019,19,56,400,105.6948,0.00338892,0.000537374,1,0.003648939,31.7619,61.4252,4.6318,27,0.00074539,9,4
5020,24,12,400,63.8106,0,0,0,0.005012882,48.1681,51.5084,2.1006,23,0.00044808,6,1
5030,17,10,80,76.1652,0.000378613,0.000213999,3,0.003621518,37.8447,55.6727,3.9045,14,0.000642,7,3
5031,25,8,2671,128.8782,0.005316566,0.000291319,7,0.003993494,31.0244,53.8359,4.69,18,0.00037629,10,5
5040,26,14,400,84.8472,0.001654676,0.000661871,7,0.004172662,45.1488,59.9448,3.4379,20,0.00071942,7,5
5046,28,8,1000,116.6256,0.002902493,0.000439123,5,0.003887842,38.4199,56.7273,5.2645,37,0.0012745,9,5
5049,30,28,730,117.054,0.003044372,0.000275896,4,0.003015831,30.038,60.0883,6.4732,23,0.00087526,9,5
5057,26,10,12,30.6366,0.000499115,8.86E-05,4,0.001819353,91.4311,113.2389,3.0133,18,0.00043471,8,1
5058,20,16,800,96.3216,0.001215645,0.000237844,6,0.003426709,43.964,56.4267,5.0103,29,0.00062984,6,4
5059,19,28,730,73.6314,0.000797688,0.000157958,4,0.002614204,72.5697,82.719,5.4592,26,0.00063973,6,2
5060,20,28,100,139.6362,0.007162457,0.000605278,3,0.002219353,58.8624,76.4364,9.2364,20,0.00066581,5,1
5065,16,28,730,109.296,0.001710516,0.000295268,5,0.003594119,40.875,59.6941,5.2578,23,0.0011913,8,5
5066,17,24,900,102.7674,0.000852515,7.99E-05,2,0.002730712,37.2157,60.761,6.7902,12,0.00053282,3,5
5070,26,4,300,80.6976,0.00068579,0.000117564,4,0.002331687,43.7288,80.3697,6.2101,13,0.0010777,5,2
5071,20,20,500,118.4664,0.001660686,0.000286325,7,0.003235474,37.9053,53.4985,6.5811,23,0.00055356,4,5
5072,24,2,500,102.7416,0.005070682,0.000307314,0,0.003011678,20.9897,64.2449,4.8367,10,0.00098341,3,5
5077,16,6,75,229.9122,0.010382018,0.000327588,6,0.004762625,33.5319,37.0794,6.8201,18,0.0010332,5,4
5079,16,10,200,272.8404,0.027689152,0.000417806,6,0.003000608,29.4359,60.6076,7.7595,9,0.00087359,3,5
5084,17,20,25,118.2024,0.002021316,0.000336886,3,0.003613868,35.5897,49.7288,5.5678,17,0.00055127,3,2
5086,19,48,2016,155.9874,0.003925024,0.000587419,6,0.004672648,21.3983,43.1886,5.5971,21,0.0038449,7,6
5088,30,4,500,79.4016,0.001962448,0.000468512,6,0.002952512,41.7898,67.7725,4.6018,31,0.00083979,8,3
5090,29,8,90,80.3448,0.000830711,0.000106986,3,0.003316551,58.8821,82.4288,4.3586,31,0.0001825,6,1
5091,18,56,1200,106.8528,0.001343661,0.000395194,5,0.003240594,44.1975,60.2927,5.7317,9,0.0024897,3,5
5093,17,28,600,108.0102,0.005367863,0.000306735,2,0.0024977,76.793,74.2456,6.2588,21,0.00073397,9,2
5094,20,16,780,65.1576,0.000391865,0.000181596,10,0.003240051,47.5858,72.2478,3.7965,20,0.0004301,6,3
5096,25,6,500,70.9686,0.001162755,9.18E-05,3,0.003488265,58.8396,69.1491,3.5768,18,0.00045898,5,4
5097,16,16,550,80.4378,0.00068197,4.64E-05,0,0.003892332,52.7112,59.1514,3.6627,31,0.00046393,8,4
5098,18,24,123,81.8724,0.002508549,9.81E-05,3,0.003727787,53.6,68.4511,3.5188,18,0.00079881,6,3
5099,27,4,100,30.9174,0.000292883,0.000158645,4,0.002635947,70.2326,102.7222,2.2037,15,0.00024407,4,1
5100,17,28,700,122.9646,0.002068071,0.000349823,1,0.003621697,48.7749,59.75,6.0114,27,0.0021812,9,4
5101,18,12,900,101.6064,0.001487588,0.000161076,5,0.00346788,40.8986,63.9126,4.8989,26,0.00043585,7,4
5106,27,6,1100,100.587,0.000991706,0.000405698,5,0.003065272,25.931,56.0588,5.8333,24,0.00084145,7,5
5107,27,10,900,74.3418,0.001293137,0.000300426,2,0.002481779,49.3298,83,5.2921,28,0.00047676,7,4
5108,28,12,550,104.8356,0.001552288,0.000558279,6,0.002750545,30.408,68.0198,6.802,18,0.00069444,6,4
5110,24,16,450,73.0608,0.001014707,0.000167128,5,0.003294814,35.0982,63.0725,4.0435,17,0.00083564,6,4
5111,19,10,600,151.3002,0.005509344,0.000432105,5,0.004375068,20.8173,51.9506,5.392,22,0.0016339,6,6
5112,17,24,300,104.2818,0.002010876,0.000580605,1,0.003426985,30.2573,61.2066,5.1653,19,0.0012887,7,4
5114,23,8,730,124.6482,0.002263602,0.000245821,2,0.003943379,38.8646,58.4935,5.6078,35,0.0013623,6,4
5115,21,2,50,67.8018,0.001018998,0.000138169,5,0.002936097,50.8639,66.1882,4.0941,17,0.00069085,5,4
5118,25,10,900,102.8304,0.003330642,0.000336429,3,0.001682142,50.449,78.56,9.36,12,0.0012784,6,6
5119,19,28,450,193.5474,0.008887508,0.000652579,3,0.004412679,27.68,48.2066,6.3991,28,0.0020406,9,6
5121,20,4,500,143.337,0.005062437,0.000393745,5,0.005076499,35.8444,41.1856,4.1191,18,0.0017437,7,5
5122,23,36,700,139.14,0.002067487,0.000165909,4,0.003496861,22.0659,60.5401,6.8759,18,0.0014804,7,4
5124,16,20,3000,146.256,0.007563335,0.000543166,7,0.004171108,48.0887,55.8722,4.8231,26,0.0016807,9,5
5129,23,56,2500,213.6318,0.014338566,0.000841718,7,0.006498845,30.5893,35.2771,4.1092,35,0.0013115,11,7
5131,21,42,200,101.547,0.000430819,0.000180666,2,0.004030241,27.9585,56.6759,4.6034,17,0.00058369,8,5
5133,21,8,400,102.6612,0.000960717,8.54E-05,0,0.003138343,44.8493,60.0272,5.9116,17,0.00059778,6,5
5135,20,10,300,106.8774,0.00028068,7.32E-05,4,0.003539002,23.5848,57.3793,5.6276,25,0.0012936,6,4
5136,18,24,1440,180.0756,0.005631306,0.000340878,4,0.004717753,29.658,40.8092,5.8006,22,0.0014726,7,5
5138,16,20,1095,244.9746,0.020251611,0.000504099,4,0.005369745,21.7505,38.849,4.902,23,0.0010192,6,6
5140,18,24,1000000,281.4246,0.023428184,0.000799458,5,0.005135501,28.1164,36.1266,5.8522,29,0.0013279,6,5
5141,19,56,2920,152.1792,0.008113657,0.000717534,6,0.004824039,24.8165,41.492,4.2975,27,0.00079481,7,6
5143,23,24,500,91.9722,0.004265324,0.00038492,6,0.002611211,43.392,75.3944,5.2311,25,0.0006554,9,5
5147,22,84,640,149.6574,0.003935185,0.000520833,3,0.004074074,29.0142,46.9886,5.9886,27,0.0013773,6,4
5151,17,28,1600,236.6826,0.008923378,0.00076675,7,0.005301148,19.27,29.0773,6.586,30,0.001864,9,6
5152,24,28,1344,184.281,0.014753026,0.000343474,3,0.003303893,20.0199,47.703,6.099,14,0.00063788,6,5
5153,21,20,600,83.4846,0.00485062,0.000508609,2,0.002505369,29.4491,77.8797,4.5263,22,0.00064989,10,2
5154,23,20,250,91.1574,0.003560511,0.000486314,8,0.00420314,40.9627,56.2149,3.3099,22,0.00088579,6,4
5155,16,28,2100,185.2836,0.006147302,0.000233073,5,0.002214194,22.1192,50.4737,12.9079,14,0.00083032,3,6
5157,19,16,600,92.364,0.002008224,0.000334704,8,0.003657837,36.8918,70.7843,4.3856,35,0.0016138,9,5
5159,18,8,500,161.3598,0.008604693,0.000329223,2,0.004055429,31.8074,56.2066,5.5498,22,0.0014366,7,5
5160,16,4,700,135.918,0.007714151,0.000496924,4,0.003312825,20.3453,42.8571,5.5357,18,0.00068623,2,6
5162,22,8,1000,190.641,0.006570955,0.000496963,5,0.004583103,24.6545,39.8313,6.2831,18,0.0016842,5,6
5163,21,20,900,116.1258,0.005853181,0.000253019,4,0.003559139,38.3238,58.237,4.5213,13,0.00094461,5,3
5165,22,4,70,65.7534,0.000771775,0.000275634,6,0.002081036,61.5467,98.8079,5.894,20,0.0012955,5,3
5166,29,12,1000,99.9768,0.002131698,0.00022631,5,0.004051686,44.0505,52.4901,3.9802,48,0.00090524,8,6
5168,18,8,350,139.0494,0.008611799,0.000257838,3,0.003532385,44.6471,65.4015,4.708,23,0.00090243,5,5
5170,21,14,730,323.2506,0.03843865,0.000351656,3,0.002759143,30.601,60.8039,8.0686,14,0.0010955,6,6
5173,18,6,500,108.6774,0.000343718,8.59E-05,3,0.003632472,32.4655,57.9699,5.686,15,0.00059369,5,4
5174,16,8,300,86.0814,0.002681117,0.000356402,3,0.003337221,32.9051,63.5534,4.1432,30,0.0005184,10,4
5175,19,28,1000,91.713,0.00131016,0.000106952,0,0.002085562,31.8442,96.8205,7.6923,9,0.00061497,3,3
5180,19,8,400,101.613,0.00384375,0.00015625,4,0.00403125,33.93,65.1008,3.7558,20,0.00090625,6,3
5188,27,8,300,53.7174,0.001570296,0.000396243,1,0.002729674,68.1514,91.0753,3.1613,16,0.00055768,5,2
5189,17,6,300,48.8346,7.32E-05,0.00011391,0,0.002497885,63.6209,82.9967,3.8795,24,0.00052887,6,3
5192,22,28,1500,189.48,0.023495189,0.000503468,10,0.002391475,36.6118,78.4094,5.1813,19,0.0010489,5,5
5194,20,42,1500,202.0128,0.01027668,0.000437606,7,0.004884246,17.7739,36.9827,5.659,19,0.0014116,7,6
